"gemeente"	"Amsterdamse code"	"begindatum"	"einddatum"	"CBS code"	"CBS code 1966"	"Wageningse code"	"Provincie"	"EGG"	"Corop"	"EUCLIDMIDX"	"EUCLIDMIDY"	"Wagextra"
"Maastricht"	10182.00	1/1/1812 0:00:00	1/1/2009 0:00:00	935.00	935.00	11031.00	11.00	126.00	39.00	17631.00	31736.00	
"Made"	10258.00	1/1/1997 0:00:00	4/25/1998 0:00:00	1665.00			10.00					
"Made en Drimmelen"	10258.00	1/1/1812 0:00:00	1/1/1997 0:00:00	812.00	812.00	10101.00	10.00	101.00	33.00	11468.00	41491.00	
"Maire"	10480.00	1/1/1812 0:00:00	1/1/1816 0:00:00				9.00					
"Makkum"	10926.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Maren"	10495.00	1/1/1812 0:00:00	1/1/1821 0:00:00				10.00					
"Margraten"	11243.00	1/1/1812 0:00:00	1/1/2009 0:00:00	936.00	936.00	11038.00	11.00	127.00	39.00	18506.00	31506.00	
"Mariekerke"	11221.00	7/1/1966 0:00:00	1/1/1997 0:00:00	686.00	686.00	9045.00	9.00	96.00	32.00	2568.00	39420.00	
"Markelo"	11382.00	7/1/1818 0:00:00	1/1/2001 0:00:00	169.00	169.00	4038.00	4.00	24.00	12.00	23290.00	47202.00	
"Marken"	10901.00	1/1/1812 0:00:00	1/1/1991 0:00:00	419.00	419.00	7003.00	7.00	57.00		13654.00	49632.00	
"Marrum"	10475.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Marsum"	10778.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Marum"	11431.00	1/1/1812 0:00:00	1/1/2009 0:00:00	25.00	25.00	1040.00	1.00	5.00	3.00	21347.00	57387.00	
"Maurik"	10300.00	1/1/1812 0:00:00	1/1/1999 0:00:00	264.00	264.00	5049.00	5.00	37.00	16.00	15520.00	44095.00	
"Medemblik"	11215.00	1/1/1812 0:00:00	1/1/2009 0:00:00	420.00	420.00	7036.00	7.00	54.00	18.00	13550.00	52938.00	
"Meeden"	10304.00	1/1/1812 0:00:00	1/1/1990 0:00:00	26.00	26.00	1006.00	1.00	3.00	1.00	25853.00	57326.00	
"Meerdervoort"	10435.00	4/1/1817 0:00:00	9/1/1855 0:00:00	1343.00		8222.00	8.00	87.00		10332.00	42535.00	
"Meerkerk"	10618.00	1/1/1812 0:00:00	1/1/1986 0:00:00	557.00	557.00	8108.00	8.00	77.00	30.00	12726.00	43716.00	
"Meerlo"	11416.00	1/1/1812 0:00:00	7/1/1969 0:00:00	937.00	937.00	11090.00	11.00	120.00	37.00	20474.00	39117.00	
"Meerlo-Wanssum"	11416.00	7/1/1969 0:00:00	1/1/2009 0:00:00	993.00	993.00	11090.00	11.00	120.00	37.00	20474.00	39117.00	
"Meerssen"	10494.00	1/1/1812 0:00:00	1/1/2009 0:00:00	938.00	938.00	11033.00	11.00	127.00	39.00	18028.00	32027.00	
"Meeuwen"	10216.00	8/1/1908 0:00:00	5/1/1923 0:00:00	1111.00		10171.00	10.00	105.00		12939.00	41648.00	
"Meeuwen, Hill en Babyloniënbroek"	10216.00	1/1/1812 0:00:00	8/1/1908 0:00:00	1264.00		10171.00	10.00	105.00		12939.00	41648.00	
"Megen"	10988.00	1/1/1812 0:00:00	2/2/1821 0:00:00				10.00					
"Megen, Haren en Macharen"	10988.00	2/2/1821 0:00:00	1/1/1994 0:00:00	813.00	813.00	10132.00	10.00	111.00		16659.00	42433.00	
"Meijel"	10925.00	1/1/1812 0:00:00	1/1/2009 0:00:00	941.00	941.00	11110.00	11.00	123.00	37.00	18880.00	37221.00	
"Melick en Herkenbosch"	10196.00	1/1/1812 0:00:00	1/1/1993 0:00:00	939.00	939.00	11074.00	11.00	122.00	38.00	20367.00	35369.00	
"Meliskerke"	11221.00	1/1/1812 0:00:00	7/1/1966 0:00:00	1112.00	686.00	9045.00	9.00	96.00		2568.00	39420.00	
"Melissant"	10918.00	4/1/1817 0:00:00	1/1/1966 0:00:00	1113.00	558.00	8171.00	8.00	92.00	18.00	6444.00	41806.00	
"Menaldum"	11144.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Menaldumadeel"	11144.00	10/1/1816 0:00:00	1/1/2009 0:00:00	83.00	83.00	2011.00	2.00	12.00	4.00	17480.00	58014.00	
"Menterwolde"	11282.00	2/1/1991 0:00:00	1/1/2009 0:00:00	1987.00			1.00					
"Meppel"	11204.00	1/1/1812 0:00:00	1/1/2009 0:00:00	119.00	119.00	3001.00	3.00	18.00	9.00	20990.00	52389.00	
"Merkelbeek"	10763.00	1/1/1812 0:00:00	1/1/1982 0:00:00	940.00	940.00	11011.00	11.00	125.00	39.00	19398.00	32969.00	
"Mesch"	11070.00	1/1/1812 0:00:00	1/1/1943 0:00:00	1114.00		11002.00	11.00	123.00		18005.00	30912.00	
"Metslawier"	11102.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Mheer"	10538.00	1/1/1812 0:00:00	1/1/1982 0:00:00	942.00	942.00	11023.00	11.00	127.00	39.00	18434.00	31094.00	
"Middelburg [Ze]"	10122.00	1/1/1812 0:00:00	1/1/2009 0:00:00	687.00	687.00	9053.00	9.00	95.00	32.00	3210.00	39158.00	
"Middelburg [ZH]"	10483.00	4/1/1817 0:00:00	9/1/1855 0:00:00	1344.00		8203.00	8.00	74.00		10721.00	45358.00	
"Middelharnis"	11067.00	1/1/1812 0:00:00	1/1/2009 0:00:00	559.00	559.00	8175.00	8.00	92.00	29.00	7297.00	41797.00	
"Middelie"	10452.00	1/1/1812 0:00:00	8/1/1970 0:00:00	421.00	421.00	7025.00	7.00	56.00	23.00	13011.00	50569.00	
"Middelstum"	11199.00	1/1/1812 0:00:00	1/1/1990 0:00:00	27.00	27.00	1054.00	1.00	1.00	3.00	23901.00	59486.00	
"Midden-Delfland"	10130.00	1/1/2004 0:00:00	1/1/2009 0:00:00	1842.00			8.00					
"Midden-Drenthe"	10520.00	1/1/2000 0:00:00	1/1/2009 0:00:00	1731.00			3.00					
"Middenschouwen"	10837.00	1/1/1961 0:00:00	1/1/1997 0:00:00	688.00	688.00	9063.00	9.00	93.00	32.00	5032.00	41198.00	
"Middenveld"	10520.00	1/1/1998 0:00:00	1/1/2000 0:00:00	1697.00			3.00					
"Midwolda"	10356.00	1/1/1812 0:00:00	1/1/1990 0:00:00	28.00	28.00	1022.00	1.00	3.00	1.00	26374.00	58072.00	
"Midwoud"	10924.00	5/1/1817 0:00:00	1/1/1979 0:00:00	422.00	422.00	7100.00	7.00	54.00	18.00	13498.00	52605.00	
"Mierlo"	10215.00	1/1/1812 0:00:00	1/1/2004 0:00:00	814.00	814.00	10065.00	10.00	115.00	36.00	17119.00	38264.00	
"Mijdrecht"	11379.00	1/1/1812 0:00:00	1/1/1989 0:00:00	336.00	336.00	6068.00	6.00	49.00	17.00	11702.00	46942.00	
"Mijnsheerenland"	11112.00	1/1/1812 0:00:00	1/1/1984 0:00:00	564.00	564.00	8141.00	8.00	90.00	29.00	9300.00	42467.00	
"Mildam"	11175.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Mill en Sint Hubert"	10535.00	1/1/1812 0:00:00	1/1/2009 0:00:00	815.00	815.00	10144.00	10.00	119.00		18256.00	41000.00	
"Millingen"	10072.00	1/1/1812 0:00:00	7/1/1954 0:00:00	1259.00		5032.00	5.00	40.00	15.00	19895.00	43005.00	
"Millingen aan de Rijn"	10072.00	7/1/1954 0:00:00	1/1/2009 0:00:00	265.00	265.00	5032.00	5.00	40.00	15.00	19895.00	43005.00	
"Minnertsga"	10328.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Moerdijk"	10046.00	4/1/1998 0:00:00	1/1/2009 0:00:00	1709.00			10.00					
"Moergestel"	11191.00	1/1/1812 0:00:00	1/1/1997 0:00:00	816.00	816.00	10095.00	10.00	108.00	34.00	14074.00	39394.00	
"Moerhuizen"	11377.00	1/1/1991 0:00:00	2/1/1992 0:00:00	647.00	647.00		8.00					
"Moerkapelle"	11383.00	4/1/1817 0:00:00	1/1/1991 0:00:00	560.00	560.00	8061.00	8.00	83.00	28.00	9989.00	45159.00	
"Molenaarsgraaf"	10166.00	1/1/1812 0:00:00	1/1/1986 0:00:00	561.00	561.00	8124.00	8.00	77.00	30.00	11633.00	43090.00	
"Monnickendam"	10983.00	1/1/1812 0:00:00	1/1/1991 0:00:00	423.00	423.00	7069.00	7.00	57.00		12887.00	49813.00	
"Monster"	10019.00	1/1/1812 0:00:00	1/1/2004 0:00:00	562.00	562.00	8041.00	8.00	81.00	27.00	7367.00	44997.00	
"Montferland"	10350.00	1/1/2005 0:00:00	1/1/2009 0:00:00	1955.00			5.00					
"Montfoort"	10033.00	1/1/1812 0:00:00	1/1/2009 0:00:00	335.00	335.00	6002.00	6.00	49.00	17.00	12464.00	45032.00	
"Montfort"	10266.00	1/1/1812 0:00:00	1/1/1991 0:00:00	943.00	943.00	11070.00	11.00	122.00	38.00	19457.00	34899.00	
"Mook en Middelaar"	10271.00	1/1/1812 0:00:00	1/1/2009 0:00:00	944.00	944.00	11088.00	11.00	120.00	37.00	19035.00	41797.00	
"Moordrecht"	10120.00	1/1/1812 0:00:00	1/1/2009 0:00:00	563.00	563.00	8069.00	8.00	74.00	28.00	10467.00	44587.00	
"Muiden"	10958.00	1/1/1812 0:00:00	1/1/2009 0:00:00	424.00	424.00	7016.00	7.00	65.00	24.00	13337.00	48155.00	
"Munstergeleen"	10273.00	1/1/1812 0:00:00	1/1/1982 0:00:00	945.00	945.00	11056.00	11.00	124.00	39.00	18909.00	33165.00	
"Muntendam"	10550.00	1/1/1812 0:00:00	1/1/1990 0:00:00	29.00	29.00	1018.00	1.00	4.00	1.00	25275.00	57353.00	
"Naaldwijk"	11418.00	1/1/1812 0:00:00	1/1/2004 0:00:00	565.00	565.00	8055.00	8.00	81.00	27.00	7524.00	44392.00	
"Naaldwijk [Albl.waard]"	10514.00	4/1/1817 0:00:00	8/23/1818 0:00:00				8.00					
"Naarden"	10187.00	1/1/1812 0:00:00	1/1/2009 0:00:00	425.00	425.00	7119.00	7.00	67.00	24.00	13960.00	47911.00	
"Naters"	11384.00	4/1/1817 0:00:00	9/1/1855 0:00:00	1346.00		8192.00	8.00	91.00		6612.00	43213.00	
"Neder-Betuwe"	10916.00	4/1/2003 0:00:00	1/1/2009 0:00:00	1740.00			5.00					
"Nederhemert"	10310.00	1/1/1812 0:00:00	7/1/1955 0:00:00	1115.00		5003.00	5.00	42.00		13849.00	41869.00	
"Nederhorst den Berg"	10715.00	1/1/1812 0:00:00	1/1/2002 0:00:00	426.00	426.00	7015.00	7.00	65.00	24.00	13262.00	47462.00	
"Nederlek"	10050.00	1/1/1985 0:00:00	1/1/2009 0:00:00	643.00	643.00	8076.00	8.00	75.00		10180.00	43505.00	
"Nederslingeland"	10693.00	4/1/1817 0:00:00	8/19/1857 0:00:00	1347.00		8209.00	8.00	75.00		12176.00	43209.00	
"Nederweert"	10681.00	1/1/1812 0:00:00	1/1/2009 0:00:00	946.00	946.00	11107.00	11.00	123.00	38.00	18150.00	36661.00	
"Nederwetten en Eckart"	11361.00	1/1/1812 0:00:00	1/1/1821 0:00:00				10.00					
"Neede"	10367.00	1/1/1812 0:00:00	1/1/2005 0:00:00	266.00	266.00	5086.00	5.00	30.00	14.00	23855.00	46296.00	
"Neer"	10682.00	1/1/1812 0:00:00	1/1/1991 0:00:00	947.00	947.00	11104.00	11.00	123.00	38.00	19538.00	36516.00	
"Neerijnen"	10125.00	1/1/1978 0:00:00	1/1/2009 0:00:00	304.00	304.00	5035.00	5.00	38.00	16.00	14212.00	42706.00	
"Neeritter"	11001.00	1/1/1812 0:00:00	7/1/1942 0:00:00	1116.00		11098.00	11.00	123.00		18358.00	35286.00	
"Nes"	10274.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Netterden"	10315.00	1/1/1812 0:00:00	1/30/1820 0:00:00				5.00					
"Neuzen"	10704.00	1/1/1812 0:00:00	7/15/1877 0:00:00	715.00			9.00					
"Nibbixwoud"	10091.00	1/1/1812 0:00:00	1/1/1979 0:00:00	427.00	427.00	7101.00	7.00	54.00	18.00	13456.00	52370.00	
"Niedorp"	10923.00	8/1/1970 0:00:00	1/1/2009 0:00:00	412.00	412.00	7040.00	7.00	53.00	18.00	12132.00	52820.00	
"Niemandsvriend"	11426.00	4/1/1817 0:00:00	8/23/1818 0:00:00				8.00					
"Nieuw- en Sint Joosland"	11340.00	1/1/1816 0:00:00	7/1/1966 0:00:00	1117.00	689.00	9039.00	9.00	96.00	32.00	3593.00	38863.00	
"Nieuw-Beijerland"	10092.00	1/1/1812 0:00:00	1/1/1984 0:00:00	566.00	566.00	8150.00	8.00	90.00	29.00	8452.00	42462.00	
"Nieuwe Niedorp"	10073.00	1/1/1812 0:00:00	8/1/1970 0:00:00	428.00	428.00	7040.00	7.00	53.00	18.00	12132.00	52820.00	
"Nieuwe Pekela"	10950.00	1/1/1812 0:00:00	1/1/1990 0:00:00	30.00	30.00	1014.00	1.00	4.00	1.00	25990.00	56365.00	
"Nieuwe Tonge"	10502.00	1/1/1812 0:00:00	1/1/1966 0:00:00	1119.00	568.00	8174.00	8.00	92.00		6947.00	41454.00	
"Nieuwegein"	10374.00	7/1/1971 0:00:00	1/1/2009 0:00:00	356.00	356.00	6038.00	6.00	46.00	17.00	13333.00	45143.00	
"Nieuwendam"	10177.00	1/1/1812 0:00:00	1/1/1921 0:00:00	1120.00		7126.00	7.00	63.00		12657.00	49108.00	
"Nieuwenhagen"	10088.00	1/1/1812 0:00:00	1/1/1982 0:00:00	948.00	948.00	11015.00	11.00	125.00	39.00	19952.00	32472.00	
"Nieuwenhoorn"	10338.00	1/1/1812 0:00:00	1/1/1960 0:00:00	1121.00		8160.00	8.00	91.00		7009.00	43077.00	
"Nieuwer-Amstel"	10799.00	1/1/1812 0:00:00	1/1/1964 0:00:00	1249.00		7116.00	7.00	64.00	23.00	12010.00	48048.00	
"Nieuwerkerk [Duiveland]"	10911.00	1/1/1812 0:00:00	1/1/1961 0:00:00	1122.00		9067.00	9.00	93.00	32.00	5795.00	40839.00	
"Nieuwerkerk aan den IJssel"	10855.00	1/1/1812 0:00:00	1/1/2009 0:00:00	567.00	567.00	8072.00	8.00	88.00		10178.00	44207.00	
"Nieuwerkerke [Schouwen]"	10014.00	1/1/1812 0:00:00	1/1/1813 0:00:00				9.00					
"Nieuweschans"	10008.00	1/1/1812 0:00:00	1/1/1990 0:00:00	31.00	31.00	1001.00	1.00	3.00	1.00	27530.00	57684.00	
"Nieuweveen"	11273.00	4/1/1817 0:00:00	1/1/1833 0:00:00	1349.00		8235.00	8.00	82.00		8730.00	45183.00	
"Nieuw-Ginneken"	10406.00	1/1/1942 0:00:00	1/1/1997 0:00:00	817.00	817.00	10037.00	10.00	104.00	33.00	11469.00	39487.00	
"Nieuw-Helvoet"	10264.00	1/1/1812 0:00:00	1/1/1960 0:00:00	1118.00		8161.00	8.00	91.00		6685.00	42879.00	
"Nieuwkoop"	10728.00	1/1/1812 0:00:00	1/1/2009 0:00:00	569.00	569.00	8029.00	8.00	72.00	28.00	11439.00	46139.00	
"Nieuwkuyk"	11278.00	1/1/1812 0:00:00	5/1/1935 0:00:00	1123.00		10172.00	10.00	110.00		14044.00	41192.00	
"Nieuwland [bij Leerdam]"	11213.00	4/1/1817 0:00:00	1/1/1986 0:00:00	570.00	570.00	8116.00	8.00	78.00	30.00	13011.00	43299.00	
"Nieuwland [Walcheren]"	11340.00	1/1/1812 0:00:00	1/1/1816 0:00:00				9.00					
"Nieuwland, Kortland en 's-Graveland"	11406.00	4/1/1817 0:00:00	9/1/1855 0:00:00	1348.00		8200.00	8.00	85.00		8574.00	43807.00	
"Nieuwlande [ZBev]"	10800.00	1/1/1812 0:00:00	1/1/1816 0:00:00				9.00					
"Nieuw-Lekkerland"	10547.00	1/1/1812 0:00:00	1/1/2009 0:00:00	571.00	571.00	8094.00	8.00	76.00	30.00	10635.00	43323.00	
"Nieuwleusen"	10384.00	7/1/1818 0:00:00	1/1/2001 0:00:00	170.00	170.00	4024.00	4.00	20.00	10.00	21301.00	50944.00	
"Nieuwolda"	10126.00	1/1/1812 0:00:00	1/1/1990 0:00:00	32.00	32.00	1024.00	1.00	3.00	1.00	26412.00	58463.00	
"Nieuwpoort"	10748.00	1/1/1812 0:00:00	1/1/1986 0:00:00	572.00	572.00	8005.00	8.00	77.00	30.00	11927.00	43795.00	
"Nieuwstadt"	11140.00	1/1/1812 0:00:00	1/1/1982 0:00:00	949.00	949.00	11064.00	11.00	124.00	39.00	18771.00	33858.00	
"Nieuw-Strijen"	10459.00	1/1/1812 0:00:00	1/1/1813 0:00:00				9.00					
"Nieuwveen"	10487.00	1/1/1812 0:00:00	1/1/1994 0:00:00	573.00	573.00	8027.00	8.00	72.00	28.00	11191.00	46785.00	
"Nieuwvliet"	11165.00	1/1/1812 0:00:00	4/1/1970 0:00:00	690.00	690.00	9004.00	9.00	98.00	31.00	1998.00	37716.00	
"Nieuw-Vossemeer"	10401.00	1/1/1812 0:00:00	1/1/1997 0:00:00	818.00	818.00	10011.00	10.00	101.00	33.00	7492.00	40023.00	
"Niftrik"	10025.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Nigtevecht"	10160.00	1/1/1818 0:00:00	1/1/1989 0:00:00	337.00	337.00	6005.00	6.00	48.00	17.00	13092.00	47567.00	
"Nijbroek"	10463.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Nijefurd"	10768.00	1/1/1984 0:00:00	1/1/2009 0:00:00	104.00	104.00	2016.00	2.00	10.00	5.00	16082.00	54589.00	
"Nijeveen"	10774.00	1/1/1812 0:00:00	1/1/1998 0:00:00	121.00	121.00	3002.00	3.00	17.00	9.00	20729.00	52703.00	
"Nijkerk"	10446.00	1/1/1812 0:00:00	1/1/2009 0:00:00	267.00	267.00	5110.00	5.00	31.00	13.00	16358.00	46964.00	
"Nijland"	11321.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Nijmegen"	11209.00	1/1/1812 0:00:00	1/1/2009 0:00:00	268.00	268.00	5027.00	5.00	39.00	15.00	18521.00	42668.00	
"Nisse"	11086.00	1/1/1812 0:00:00	1/1/1970 0:00:00	691.00	691.00	9026.00	9.00	97.00	32.00	4761.00	38568.00	
"Nistelrode"	10094.00	1/1/1812 0:00:00	1/1/1994 0:00:00	819.00	819.00	10138.00	10.00	112.00		16658.00	41102.00	
"Noorbeek"	10283.00	1/1/1812 0:00:00	1/1/1982 0:00:00	950.00	950.00	11022.00	11.00	127.00	39.00	18542.00	30936.00	
"Noord-Beveland"	10250.00	1/1/1995 0:00:00	1/1/2009 0:00:00	1695.00			9.00					
"Noordbroek"	10814.00	1/1/1812 0:00:00	7/1/1965 0:00:00	1126.00		1023.00	1.00	3.00	3.00	25410.00	58040.00	
"Noorddijk"	10979.00	1/1/1812 0:00:00	1/1/1969 0:00:00	1127.00	34.00	1009.00	1.00	8.00	3.00	23559.00	58188.00	
"Noordeloos"	10296.00	1/1/1812 0:00:00	1/1/1986 0:00:00	574.00	574.00	8109.00	8.00	77.00	30.00	12426.00	43485.00	
"Noordenveld"	10699.00	1/1/1998 0:00:00	1/1/2009 0:00:00	1699.00			3.00					
"Noorder-Koggenland"	10924.00	1/1/1979 0:00:00	1/1/2009 0:00:00	529.00	529.00	7100.00	7.00	54.00	18.00	13498.00	52605.00	
"Noordgouwe"	11107.00	1/1/1812 0:00:00	1/1/1961 0:00:00	1128.00		9064.00	9.00	93.00	32.00	5519.00	41147.00	
"Noordoostelijke Polder, Openbaar Lichaam"	10144.00	8/7/1942 0:00:00	7/1/1962 0:00:00	1404.00		12001.00	12.00	128.00				
"Noordoostpolder"	10144.00	7/1/1962 0:00:00	1/1/1984 0:00:00	171.00	171.00	4063.00	4.00	128.00	10.00			"x"
"Noordoostpolder"	10144.00	1/1/1984 0:00:00	1/1/2009 0:00:00	171.00	171.00	12063.00	12.00	128.00	40.00			
"Noord-Polsbroek"	10993.00	1/1/1818 0:00:00	9/8/1857 0:00:00	1350.00		6044.00	6.00	49.00		11923.00	44479.00	
"Noord-Scharwoude"	10075.00	5/1/1817 0:00:00	8/1/1941 0:00:00	1124.00		7044.00	7.00	53.00		11571.00	52395.00	
"Noord-Waddinxveen"	11342.00	4/1/1817 0:00:00	7/1/1870 0:00:00	1125.00		8236.00	8.00	74.00		10326.00	45276.00	
"Noordwelle"	10055.00	1/1/1812 0:00:00	1/1/1961 0:00:00	1129.00		9057.00	9.00	93.00	32.00	4472.00	41615.00	
"Noordwijk"	10769.00	1/1/1812 0:00:00	1/1/2009 0:00:00	575.00	575.00	8010.00	8.00	68.00	25.00	9232.00	47543.00	
"Noordwijkerhout"	11134.00	1/1/1812 0:00:00	1/1/2009 0:00:00	576.00	576.00	8011.00	8.00	68.00	25.00	9492.00	47636.00	
"Noordwolde"	11322.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Nootdorp"	10601.00	1/1/1812 0:00:00	1/1/2002 0:00:00	577.00	577.00	8044.00	8.00	83.00	26.00	8699.00	45041.00	
"Norg"	10608.00	1/1/1812 0:00:00	1/1/1998 0:00:00	120.00	120.00	3029.00	3.00	17.00	7.00	22375.00	56228.00	
"Nuenen en Gerwen"	10761.00	1/1/1812 0:00:00	1/1/1821 0:00:00				10.00					
"Nuenen, Gerwen en Nederwetten"	10761.00	1/1/1821 0:00:00	1/1/2009 0:00:00	820.00	820.00	10074.00	10.00	114.00	36.00	16656.00	38858.00	
"Nuland"	10118.00	1/1/1812 0:00:00	1/1/1993 0:00:00	821.00	821.00	10127.00	10.00	111.00		15834.00	41587.00	
"Numansdorp"	11346.00	1/1/1812 0:00:00	1/1/1984 0:00:00	578.00	578.00	8138.00	8.00	90.00	29.00	9078.00	41641.00	
"Nunhem"	10736.00	1/1/1812 0:00:00	10/1/1942 0:00:00	1130.00		11097.00	11.00	123.00		19416.00	36224.00	
"Nunspeet [1]"	10512.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Nunspeet [2]"	10512.00	1/1/1972 0:00:00	1/1/2009 0:00:00	302.00	302.00	5120.00	5.00	32.00	13.00			
"Nuth"	10104.00	1/1/1812 0:00:00	1/1/2009 0:00:00	951.00	951.00	11119.00	11.00	125.00	39.00	18955.00	32606.00	
"Obbicht en Papenhoven"	10388.00	1/1/1812 0:00:00	1/1/1982 0:00:00	952.00	952.00	11006.00	11.00	124.00	39.00	18263.00	33834.00	
"Obdam"	11338.00	1/1/1812 0:00:00	1/1/2007 0:00:00	429.00	429.00	7055.00	7.00	54.00	18.00	12246.00	52134.00	
"Ochten"	10832.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Odijk"	11003.00	1/1/1818 0:00:00	9/1/1964 0:00:00	1131.00		6003.00	6.00	45.00	17.00	14330.00	45043.00	
"Odoorn"	11320.00	1/1/1812 0:00:00	1/1/1998 0:00:00	122.00	122.00	3013.00	3.00	16.00	8.00	25651.00	54429.00	
"Oeffelt"	10360.00	1/1/1812 0:00:00	1/1/1994 0:00:00	822.00	822.00	10085.00	10.00	119.00		19232.00	41253.00	
"Oegstgeest"	10287.00	1/1/1812 0:00:00	1/1/2009 0:00:00	579.00	579.00	8019.00	8.00	71.00	25.00	9253.00	46548.00	
"Oenkerk"	10739.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Oerle"	10119.00	1/1/1812 0:00:00	5/1/1921 0:00:00	1132.00		10173.00	10.00	114.00		15208.00	38291.00	
"Ohé en Laak"	10420.00	1/1/1812 0:00:00	1/1/1991 0:00:00	953.00	953.00	11008.00	11.00	122.00	38.00	18598.00	34709.00	
"Oijen en Teeffelen"	10869.00	1/1/1812 0:00:00	1/1/1939 0:00:00	1150.00		10174.00	10.00	111.00		16243.00	42379.00	
"Oirsbeek"	10504.00	1/1/1812 0:00:00	1/1/1982 0:00:00	954.00	954.00	11055.00	11.00	125.00	39.00	19171.00	33030.00	
"Oirschot"	10225.00	1/1/1812 0:00:00	1/1/2009 0:00:00	823.00	823.00	10071.00	10.00	114.00	36.00	14991.00	39121.00	
"Oisterwijk"	10103.00	1/1/1812 0:00:00	1/1/2009 0:00:00	824.00	824.00	10094.00	10.00	108.00	34.00	14313.00	39660.00	
"Oldeboorn"	11368.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Oldebroek"	11106.00	1/1/1812 0:00:00	1/1/2009 0:00:00	269.00	269.00	5104.00	5.00	32.00	13.00	19401.00	49544.00	
"Oldehove"	10298.00	1/1/1812 0:00:00	1/1/1990 0:00:00	35.00	35.00	1037.00	1.00	1.00	3.00	21989.00	59079.00	
"Oldekerk"	11332.00	1/1/1812 0:00:00	1/1/1990 0:00:00	36.00	36.00	1042.00	1.00	5.00	3.00	22004.00	58233.00	
"Oldemarkt"	10858.00	1/1/1812 0:00:00	1/1/1973 0:00:00	172.00	172.00	4010.00	4.00	19.00	10.00	19325.00	53473.00	
"Oldenzaal"	11100.00	1/1/1812 0:00:00	1/1/2009 0:00:00	173.00	173.00	4003.00	4.00	24.00	12.00	26085.00	48113.00	
"Olst"	10409.00	1/1/1812 0:00:00	3/26/2002 0:00:00	174.00	174.00	4033.00	4.00	22.00	11.00	20703.00	48340.00	
"Olst-Wijhe"	10409.00	3/26/2002 0:00:00	1/1/2009 0:00:00	1773.00			4.00					
"Ommen [1]"	11069.00	1/1/1812 0:00:00	7/1/1818 0:00:00				4.00					
"Ommen [2]"	11069.00	5/1/1923 0:00:00	1/1/2009 0:00:00	175.00	175.00	4022.00	4.00	21.00	10.00	22825.00	50457.00	
"Onderbanken"	10492.00	1/1/1982 0:00:00	1/1/2009 0:00:00	881.00	881.00	11012.00	11.00	125.00	39.00	19733.00	33052.00	
"Onstwedde"	10610.00	1/1/1812 0:00:00	1/1/1969 0:00:00	1250.00	37.00	1011.00	1.00	4.00	1.00	26468.00	55735.00	
"Onwaard"	11217.00	4/1/1817 0:00:00	8/19/1857 0:00:00	1351.00		8231.00	8.00	92.00		6536.00	42167.00	
"Ooij en Persingen"	10810.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Ooltgensplaat"	11163.00	1/1/1812 0:00:00	1/1/1966 0:00:00	1133.00	580.00	8089.00	8.00	92.00	29.00	8109.00	41090.00	
"Oost"	11442.00	1/1/1812 0:00:00	3/6/1828 0:00:00				11.00					
"Oost- en Middelzwake"	11393.00	1/1/1812 0:00:00	1/1/1816 0:00:00				9.00					
"Oost- en West-Barendrecht"	10943.00	1/1/1837 0:00:00	1/1/1905 0:00:00	1134.00		8145.00	8.00	86.00		9372.00	42944.00	
"Oost- en West-Souburg"	11396.00	1/1/1835 0:00:00	7/1/1966 0:00:00	1135.00	693.00	9002.00	9.00	95.00	32.00	3068.00	38842.00	
"Oost Gelre"	11094.00	5/20/2006 0:00:00	1/1/2009 0:00:00				5.00					
"Oost-, West- en Middelbeers"	10220.00	1/1/1812 0:00:00	1/1/1997 0:00:00	825.00	825.00	10070.00	10.00	116.00	34.00	14545.00	38717.00	
"Oost-Barendrecht"	10286.00	4/1/1817 0:00:00	1/1/1837 0:00:00	1352.00		8237.00	8.00	86.00		9691.00	42957.00	
"Oostburg"	10782.00	1/1/1812 0:00:00	1/1/2003 0:00:00	692.00	692.00	9086.00	9.00	98.00	31.00	2108.00	37244.00	
"Oostdongeradeel"	11102.00	10/1/1816 0:00:00	1/1/1984 0:00:00	84.00	84.00	2036.00	2.00	12.00	4.00	20163.00	59606.00	
"Oosterbeek"	10336.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
